,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1,,,2,,,3,,,4,,,5,,,6,,
,,,,,,BASE COST,,100%,SUBMISSION,, ANTARA ,,, TECHNOLGENT ,,, CHAN WAI ,,, BOND ,,, SGME ,,, DAGANG JATI ,,
ITEM,DESCRIPTION,,QTY, Rate , Total Amount , Rate , Total Amount ,, Rate , Total Amount , RATE  , AMOUNT  , REMARK , RATE  , AMOUNT  , REMARK , RATE  , AMOUNT  , REMARK , RATE  , AMOUNT  , REMARK , RATE  , AMOUNT  , REMARK , RATE  , AMOUNT  , REMARK 
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.03.05.22,,"FIRE LIFT 2
4 x 1C 10mm≤ CU FR + ECC on tray/metal trunking",220,  ,  ,  ,  ,,,, 116.00 ," 25,520.00 ",, 86.00 ," 18,920.00 ",, 65.00 ," 14,300.00 ",, 87.00 ," 19,140.00 ",,,,,,,
14.03.05.23,,"FIRE LIFT 3
4 x 1C 16mm≤ CU FR + ECC on tray/metal trunking",70,  ,  ,  ,  ,,,, 140.00 ," 9,800.00 ",, 109.00 ," 7,630.00 ",, 88.00 ," 6,160.00 ",, 109.00 ," 7,630.00 ",,,,,,,
14.03.05.24,,"FIRE LIFT 4
4 x 1C 16mm≤ CU FR + ECC on tray/metal trunking",220,  ,  ,  ,  ,,,, 140.00 ," 30,800.00 ",, 109.00 ," 23,980.00 ",, 88.00 ," 19,360.00 ",, 109.00 ," 23,980.00 ",,,,,,,
14.03.05.25,,"GOODS LIFT 1
4 x 1C 25mm≤ CU FR + ECC on tray/metal trunking",145,  ,  ,  ,  ,,,, 168.00 ," 24,360.00 ",, 137.75 ," 19,973.75 ",, 125.00 ," 18,125.00 ",, 140.00 ," 20,300.00 ",,,,,,,
14.03.05.26,,"GOODS LIFT 2
4 x 1C 35mm≤ CU FR + ECC on tray/metal trunking",220,  ,  ,  ,  ,,,, 196.00 ," 43,120.00 ",, 200.25 ," 44,055.00 ",, 175.00 ," 38,500.00 ",, 189.00 ," 41,580.00 ",,,,,,,
14.03.05.27,,"CP-SSF
4 x 1C 240mm≤ AL FR + ECC on tray/metal trunking",,  ,  ,  ,  ,,,, 188.00 , rate only ,, 229.50 , -   ,,, -   ,, 304.00 ," 15,200.00 ",,,,,,,
14.03.05.28,,"CP-SSF
4 x 1C 240mm≤ AL FR + ECC on tray/metal trunking",,  ,  ,  ,  ,,,, 188.00 , rate only ,, 229.50 , -   ,,, -   ,, 304.00 ," 15,200.00 ",,,,,,,
14.03.05.29,,"CP-SSF
4 x 1C 240mm≤ AL FR + ECC on tray/metal trunking",,  ,  ,  ,  ,,,, 188.00 , rate only ,, 229.50 , -   ,,, -   ,, 304.00 ," 15,200.00 ",,,,,,,
14.03.05.30,,"CP-SSF
4 x 1C 240mm≤ AL FR + ECC on tray/metal trunking",,  ,  ,  ,  ,,,, 188.00 , rate only ,, 229.50 , -   ,,, -   ,, 304.00 ," 15,200.00 ",,,,,,,
14.03.05.31,,"CP-SSF
4 x 1C 240mm≤ AL FR + ECC on tray/metal trunking",,  ,  ,  ,  ,,,, 188.00 , rate only ,, 229.50 , -   ,,, -   ,, 304.00 ," 15,200.00 ",,,,,,,
14.03.05.32,,"CP-SSF
4 x 1C 240mm≤ AL FR + ECC on tray/metal trunking",,  ,  ,  ,  ,,,, 188.00 , rate only ,, 229.50 , -   ,,, -   ,, 304.00 ," 15,200.00 ",,,,,,,
14.03.05.33,,"CP-SSF
4 x 1C 240mm≤ AL FR + ECC on tray/metal trunking",,  ,  ,  ,  ,,,, 188.00 , rate only ,, 229.50 , -   ,,, -   ,, 304.00 ," 15,200.00 ",,,,,,,
14.03.05.34,,"CP-SSF
4 x 1C 240mm≤ AL FR + ECC on tray/metal trunking",,  ,  ,  ,  ,,,, 188.00 , rate only ,, 229.50 , -   ,,, -   ,, 304.00 ," 15,200.00 ",,,,,,,
14.03.05.35,,"CP-SSF
4 x 1C 240mm≤ AL FR + ECC on tray/metal trunking",,  ,  ,  ,  ,,,, 188.00 , rate only ,, 229.50 , -   ,,, -   ,, 304.00 ," 15,200.00 ",,,,,,,
14.03.05.36,,"CP-SSF
4 x 1C 240mm≤ AL FR + ECC on tray/metal trunking",,  ,  ,  ,  ,,,, 188.00 , rate only ,, 229.50 , -   ,,, -   ,, 304.00 ," 15,200.00 ",,,,,,,
14.03.05.37,,"CP-SSF
4 x 1C 240mm≤ AL FR + ECC on tray/metal trunking",,  ,  ,  ,  ,,,, 188.00 , rate only ,, 229.50 , -   ,,, -   ,, 304.00 ," 15,200.00 ",,,,,,,
14.03.05.38,,"CP-SSF
4 x 1C 240mm≤ AL FR + ECC on tray/metal trunking",,  ,  ,  ,  ,,,, 188.00 , rate only ,, 229.50 , -   ,,, -   ,, 304.00 ," 15,200.00 ",,,,,,,
14.03.05.39,,"CP-SSF
4 x 1C 240mm≤ AL FR + ECC on tray/metal trunking",,  ,  ,  ,  ,,,, 188.00 , rate only ,, 229.50 , -   ,,, -   ,, 304.00 ," 15,200.00 ",,,,,,,
14.03.05.40,,"CP-SSF
4 x 1C 240mm≤ AL FR + ECC on tray/metal trunking",,  ,  ,  ,  ,,,, 188.00 , rate only ,, 229.50 , -   ,,, -   ,, 304.00 ," 15,200.00 ",,,,,,,
14.03.05.41,,"CP-SSF
4 x 1C 240mm≤ AL FR + ECC on tray/metal trunking",,  ,  ,  ,  ,,,, 188.00 , rate only ,, 229.50 , -   ,,, -   ,, 304.00 ," 15,200.00 ",,,,,,,
14.03.05.42,,"CP-PRF
4 x 1C 10mm≤ CU FR + ECC on tray/metal trunking",,  ,  ,  ,  ,,,, 188.00 , rate only ,, 86.00 , -   ,,, -   ,, 87.00 ," 4,350.00 ",,,,,,,
14.03.05.43,,"CP-PRF
4 x 1C 10mm≤ CU FR + ECC on tray/metal trunking",,  ,  ,  ,  ,,,, 188.00 , rate only ,, 86.00 , -   ,,, -   ,, 87.00 ," 4,350.00 ",,,,,,,
14.03.05.44,,"CP-PRF
4 x 1C 10mm≤ CU FR + ECC on tray/metal trunking",,  ,  ,  ,  ,,,, 188.00 , rate only ,, 86.00 , -   ,,, -   ,, 87.00 ," 4,350.00 ",,,,,,,
14.03.05.45,,"CP-PRF
4 x 1C 10mm≤ CU FR + ECC on tray/metal trunking",,  ,  ,  ,  ,,,, 188.00 , rate only ,, 86.00 , -   ,,, -   ,, 87.00 ," 4,350.00 ",,,,,,,
14.03.05.46,,"CP-PRF
4 x 1C 10mm≤ CU FR + ECC on tray/metal trunking",,  ,  ,  ,  ,,,, 188.00 , rate only ,, 86.00 , -   ,,, -   ,, 87.00 ," 4,350.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.03.06,,From EMSB-LANDLORD Cable Riser 1 to,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.03.06.01,,"EDB-GF-1 (30A TPN TOU)
4 x 1C 6mm≤ CU FR + ECC on cable tray/metal trunking c/w 400A TOU",10,  ,  ,  ,  ,,,, 104.00 ," 1,040.00 ",, 69.50 , 695.00 ,, 54.00 , 540.00 ,, 65.00 , 650.00 ,,,,,,,
14.03.06.02,,"EDB-1F-1 (30A TPN TOU)
4 x 1C 6mm≤ CU FR + ECC on cable tray/metal trunking c/w 400A TOU",10,  ,  ,  ,  ,,,, 104.00 ," 1,040.00 ",, 69.50 , 695.00 ,, 54.00 , 540.00 ,, 65.00 , 650.00 ,,,,,,,
14.03.06.03,,"EDB-2F-1 (30A TPN TOU)
4 x 1C 6mm≤ CU FR + ECC on cable tray/metal trunking c/w 400A TOU",10,  ,  ,  ,  ,,,, 104.00 ," 1,040.00 ",, 69.50 , 695.00 ,, 54.00 , 540.00 ,, 65.00 , 650.00 ,,,,,,,
14.03.06.04,,"EDB-3F-1 (30A TPN TOU)
4 x 1C 6mm≤ CU FR + ECC on cable tray/metal trunking c/w 400A TOU",10,  ,  ,  ,  ,,,, 104.00 ," 1,040.00 ",, 69.50 , 695.00 ,, 54.00 , 540.00 ,, 65.00 , 650.00 ,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.03.07,,From EMSB-LANDLORD Cable Riser 2 to,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.03.07.01,,"EDB-GF-2 (30A TPN TOU)
4 x 1C 6mm≤ CU FR + ECC on cable tray/metal trunking c/w 400A TOU",10,  ,  ,  ,  ,,,, 104.00 ," 1,040.00 ",, 69.50 , 695.00 ,, 54.00 , 540.00 ,, 65.00 , 650.00 ,,,,,,,
14.03.07.02,,"EDB-1F-2 (30A TPN TOU)
4 x 1C 6mm≤ CU FR + ECC on cable tray/metal trunking c/w 400A TOU",10,  ,  ,  ,  ,,,, 104.00 ," 1,040.00 ",, 69.50 , 695.00 ,, 54.00 , 540.00 ,, 65.00 , 650.00 ,,,,,,,
14.03.07.03,,"EDB-2F-2 (30A TPN TOU)
4 x 1C 6mm≤ CU FR + ECC on cable tray/metal trunking c/w 400A TOU",10,  ,  ,  ,  ,,,, 104.00 ," 1,040.00 ",, 69.50 , 695.00 ,, 54.00 , 540.00 ,, 65.00 , 650.00 ,,,,,,,
14.03.07.04,,"EDB-3F-2 (30A TPN TOU)
4 x 1C 6mm≤ CU FR + ECC on cable tray/metal trunking c/w 400A TOU",10,  ,  ,  ,  ,,,, 104.00 ," 1,040.00 ",, 69.50 , 695.00 ,, 54.00 , 540.00 ,, 65.00 , 650.00 ,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.03.08,,From EMSB-LANDLORD Cable Riser 3 to,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.03.08.01,,"EDB-GF-3 (30A TPN TOU)
4 x 1C 6mm≤ CU FR + ECC on cable tray/metal trunking c/w 400A TOU",10,  ,  ,  ,  ,,,, 104.00 ," 1,040.00 ",, 69.50 , 695.00 ,, 54.00 , 540.00 ,, 65.00 , 650.00 ,,,,,,,
14.03.08.02,,"EDB-1F-3 (30A TPN TOU)
4 x 1C 6mm≤ CU FR + ECC on cable tray/metal trunking c/w 400A TOU",10,  ,  ,  ,  ,,,, 104.00 ," 1,040.00 ",, 69.50 , 695.00 ,, 54.00 , 540.00 ,, 65.00 , 650.00 ,,,,,,,
14.03.08.03,,"EDB-2F-3 (30A TPN TOU)
4 x 1C 6mm≤ CU FR + ECC on cable tray/metal trunking c/w 400A TOU",10,  ,  ,  ,  ,,,, 104.00 ," 1,040.00 ",, 69.50 , 695.00 ,, 54.00 , 540.00 ,, 65.00 , 650.00 ,,,,,,,
14.03.08.04,,"EDB-3F-3 (30A TPN TOU)
4 x 1C 6mm≤ CU FR + ECC on cable tray/metal trunking c/w 400A TOU",10,  ,  ,  ,  ,,,, 104.00 ," 1,040.00 ",, 69.50 , 695.00 ,, 54.00 , 540.00 ,, 65.00 , 650.00 ,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.03.09,,From ESSB-LANDLORD to ,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.03.09.01,,"EDB-M&E
4 x 1C 10mm≤ CU XLPE/SWA/PVC + ECC on tray/metal trunking/in ducting",10,  ,  ,  ,  ,,,, 144.00 ," 1,440.00 ",, 86.00 , 860.00 ,, 96.00 , 960.00 ,, 129.00 ," 1,290.00 ",,,,,,,
14.03.09.02,,"FP-CL/01
4 x 1C 25mm≤ CU XLPE/SWA/PVC + ECC on tray/metal trunking/in ducting",50,  ,  ,  ,  ,,,, 168.00 ," 8,400.00 ",, 109.00 ," 5,450.00 ",, 96.00 ," 4,800.00 ",, 155.00 ," 7,750.00 ",,,,,,,
14.03.09.03,,"CP-HR
4 x 1C 25mm≤ CU XLPE/SWA/PVC + ECC on tray/metal trunking/in ducting",50,  ,  ,  ,  ,,,, 168.00 ," 8,400.00 ",, 109.00 ," 5,450.00 ",, 96.00 ," 4,800.00 ",, 155.00 ," 7,750.00 ",,,,,,,
14.03.09.04,,"EDB-GH1
4 x 1C 25mm≤ CU XLPE/SWA/PVC + ECC on tray/metal trunking/in ducting",110,  ,  ,  ,  ,,,, 168.00 ," 18,480.00 ",, 109.00 ," 11,990.00 ",, 96.00 ," 10,560.00 ",, 155.00 ," 17,050.00 ",,,,,,,
14.03.09.05,,"EDB-GH2
4 x 1C 50mm≤ CU XLPE/SWA/PVC + ECC on tray/metal trunking/in ducting",190,  ,  ,  ,  ,,,, 224.00 ," 42,560.00 ",, 165.00 ," 31,350.00 ",, 96.00 ," 18,240.00 ",, 154.00 ," 29,260.00 ",,,,,,,
14.03.09.06,,"EDB-TNB
4 x 1C 240mm≤ AL XLPE/SWA/PVC + ECC on tray/metal trunking/in ducting",70,  ,  ,  ,  ,,,, 192.00 ," 13,440.00 ",, 195.00 ," 13,650.00 ",, 346.00 ," 24,220.00 ",, 227.00 ," 15,890.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.04.00,,Tenant,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.04.01,,From MSB-TENANT to ,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.04.01.01,,"SSB-GA
4 x 1C 630mm≤ AL XLPE/PVC + ECC on tray/metal trunking",180,  ,  ,  ,  ,,,, 248.00 ," 44,640.00 ",, 396.00 ," 71,280.00 ",, 908.00 ," 163,440.00 ",, 406.00 ," 73,080.00 ",,,,,,,
14.04.01.02,,"SSB-GB
4 x 1C 630mm≤ AL XLPE/PVC + ECC on tray/metal trunking",110,  ,  ,  ,  ,,,, 248.00 ," 27,280.00 ",, 396.00 ," 43,560.00 ",, 908.00 ," 99,880.00 ",, 406.00 ," 44,660.00 ",,,,,,,
14.04.01.03,,"SSB-GC
4 x 1C 630mm≤ AL XLPE/PVC + ECC on tray/metal trunking",30,  ,  ,  ,  ,,,, 248.00 ," 7,440.00 ",, 396.00 ," 11,880.00 ",, 908.00 ," 27,240.00 ",, 406.00 ," 12,180.00 ",,,,,,,
14.04.01.04,,"SSB-1A
4 x 1C 630mm≤ AL XLPE/PVC + ECC on tray/metal trunking",190,  ,  ,  ,  ,,,, 248.00 ," 47,120.00 ",, 396.00 ," 75,240.00 ",, 908.00 ," 172,520.00 ",, 406.00 ," 77,140.00 ",,,,,,,
14.04.01.05,,"SSB-1B
4 x 1C 630mm≤ AL XLPE/PVC + ECC on tray/metal trunking",120,  ,  ,  ,  ,,,, 248.00 ," 29,760.00 ",, 396.00 ," 47,520.00 ",, 908.00 ," 108,960.00 ",, 406.00 ," 48,720.00 ",,,,,,,
14.04.01.06,,"SSB-2A
4 x 1C 630mm≤ AL XLPE/PVC + ECC on tray/metal trunking",200,  ,  ,  ,  ,,,, 248.00 ," 49,600.00 ",, 396.00 ," 79,200.00 ",, 908.00 ," 181,600.00 ",, 406.00 ," 81,200.00 ",,,,,,,
14.04.01.07,,"SSB-2B
4 x 1C 630mm≤ AL XLPE/PVC + ECC on tray/metal trunking",130,  ,  ,  ,  ,,,, 248.00 ," 32,240.00 ",, 396.00 ," 51,480.00 ",, 908.00 ," 118,040.00 ",, 406.00 ," 52,780.00 ",,,,,,,
14.04.01.08,,"SSB-3A
4 x 1C 630mm≤ AL XLPE/PVC + ECC on tray/metal trunking",210,  ,  ,  ,  ,,,, 248.00 ," 52,080.00 ",, 396.00 ," 83,160.00 ",, 908.00 ," 190,680.00 ",, 406.00 ," 85,260.00 ",,,,,,,
14.04.01.09,,"SSB-3B
4 x 1C 630mm≤ AL XLPE/PVC + ECC on tray/metal trunking",140,  ,  ,  ,  ,,,, 248.00 ," 34,720.00 ",, 396.00 ," 55,440.00 ",, 908.00 ," 127,120.00 ",, 406.00 ," 56,840.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.04.02,,From SSB-GA to ,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.04.02.01,,"DB-GA
4 x 1C 25mm≤ AL XLPE/PVC + ECC on tray/metal trunking",10,  ,  ,  ,  ,,,, 92.00 , 920.00 ,, 155.00 ," 1,550.00 ",, 48.00 , 480.00 ,, 135.00 ," 1,350.00 ",,,,,,,
14.04.02.02,,"DB-GA-MEZZ
4 x 1C 25mm≤ AL XLPE/PVC + ECC on tray/metal trunking",10,  ,  ,  ,  ,,,, 92.00 , 920.00 ,, 155.00 ," 1,550.00 ",, 48.00 , 480.00 ,, 135.00 ," 1,350.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.04.02,,From SSB-GB to ,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.04.02.01,,"DB-GB
4 x 1C 25mm≤ AL XLPE/PVC + ECC on tray/metal trunking",10,  ,  ,  ,  ,,,, 92.00 , 920.00 ,, 155.00 ," 1,550.00 ",, 48.00 , 480.00 ,, 135.00 ," 1,350.00 ",,,,,,,
14.04.02.02,,"DB-GB-MEZZ
4 x 1C 25mm≤ AL XLPE/PVC + ECC on tray/metal trunking",10,  ,  ,  ,  ,,,, 92.00 , 920.00 ,, 155.00 ," 1,550.00 ",, 48.00 , 480.00 ,, 135.00 ," 1,350.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.04.02,,From SSB-GC to ,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.04.02.01,,"DB-GC
4 x 1C 25mm≤ AL XLPE/PVC + ECC on tray/metal trunking",10,  ,  ,  ,  ,,,, 92.00 , 920.00 ,, 155.00 ," 1,550.00 ",, 48.00 , 480.00 ,, 135.00 ," 1,350.00 ",,,,,,,
14.04.02.02,,"DB-GC-MEZZ
4 x 1C 25mm≤ AL XLPE/PVC + ECC on tray/metal trunking",10,  ,  ,  ,  ,,,, 92.00 , 920.00 ,, 155.00 ," 1,550.00 ",, 48.00 , 480.00 ,, 135.00 ," 1,350.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.04.02,,From SSB-1A to ,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.04.02.01,,"DB-1A
4 x 1C 25mm≤ AL XLPE/PVC + ECC on tray/metal trunking",10,  ,  ,  ,  ,,,, 92.00 , 920.00 ,, 155.00 ," 1,550.00 ",, 48.00 , 480.00 ,, 135.00 ," 1,350.00 ",,,,,,,
14.04.02.02,,"DB-1A-MEZZ
4 x 1C 25mm≤ AL XLPE/PVC + ECC on tray/metal trunking",10,  ,  ,  ,  ,,,, 92.00 , 920.00 ,, 155.00 ," 1,550.00 ",, 48.00 , 480.00 ,, 135.00 ," 1,350.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.04.02,,From SSB-1B to ,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.04.02.01,,"DB-1B
4 x 1C 25mm≤ AL XLPE/PVC + ECC on tray/metal trunking",10,  ,  ,  ,  ,,,, 92.00 , 920.00 ,, 155.00 ," 1,550.00 ",, 48.00 , 480.00 ,, 135.00 ," 1,350.00 ",,,,,,,
14.04.02.02,,"DB-1B-MEZZ
4 x 1C 25mm≤ AL XLPE/PVC + ECC on tray/metal trunking",10,  ,  ,  ,  ,,,, 92.00 , 920.00 ,, 155.00 ," 1,550.00 ",, 48.00 , 480.00 ,, 135.00 ," 1,350.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.04.02,,From SSB-2A to ,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.04.02.01,,"DB-2A
4 x 1C 25mm≤ AL XLPE/PVC + ECC on tray/metal trunking",10,  ,  ,  ,  ,,,, 92.00 , 920.00 ,, 155.00 ," 1,550.00 ",, 48.00 , 480.00 ,, 135.00 ," 1,350.00 ",,,,,,,
14.04.02.02,,"DB-2A-MEZZ
4 x 1C 25mm≤ AL XLPE/PVC + ECC on tray/metal trunking",10,  ,  ,  ,  ,,,, 92.00 , 920.00 ,, 155.00 ," 1,550.00 ",, 48.00 , 480.00 ,, 135.00 ," 1,350.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.04.02,,From SSB-2B to ,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.04.02.01,,"DB-2B
4 x 1C 25mm≤ AL XLPE/PVC + ECC on tray/metal trunking",10,  ,  ,  ,  ,,,, 92.00 , 920.00 ,, 155.00 ," 1,550.00 ",, 48.00 , 480.00 ,, 135.00 ," 1,350.00 ",,,,,,,
14.04.02.02,,"DB-2B-MEZZ
4 x 1C 25mm≤ AL XLPE/PVC + ECC on tray/metal trunking",10,  ,  ,  ,  ,,,, 92.00 , 920.00 ,, 155.00 ," 1,550.00 ",, 48.00 , 480.00 ,, 135.00 ," 1,350.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.04.02,,From SSB-3A to ,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.04.02.01,,"DB-3A
4 x 1C 25mm≤ AL XLPE/PVC + ECC on tray/metal trunking",10,  ,  ,  ,  ,,,, 92.00 , 920.00 ,, 155.00 ," 1,550.00 ",, 48.00 , 480.00 ,, 135.00 ," 1,350.00 ",,,,,,,
14.04.02.02,,"DB-3A-MEZZ
4 x 1C 25mm≤ AL XLPE/PVC + ECC on tray/metal trunking",10,  ,  ,  ,  ,,,, 92.00 , 920.00 ,, 155.00 ," 1,550.00 ",, 48.00 , 480.00 ,, 135.00 ," 1,350.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.04.02,,From SSB-3B to ,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.04.02.01,,"DB-3B
4 x 1C 25mm≤ AL XLPE/PVC + ECC on tray/metal trunking",10,  ,  ,  ,  ,,,, 92.00 , 920.00 ,, 155.00 ," 1,550.00 ",, 48.00 , 480.00 ,, 135.00 ," 1,350.00 ",,,,,,,
14.04.02.02,,"DB-3B-MEZZ
4 x 1C 25mm≤ AL XLPE/PVC + ECC on tray/metal trunking",10,  ,  ,  ,  ,,,, 92.00 , 920.00 ,, 155.00 ," 1,550.00 ",, 48.00 , 480.00 ,, 135.00 ," 1,350.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,"Total 14.00.00 To Be Carried Forward
To Summary of Tender Prices",,, -   ,, -   ,,, -   ,," 2,640,314.00 ",,," 2,569,575.25 ",,," 4,457,375.00 ",,," 3,323,660.00 ",,, -   ,,, -   ,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
15.00.00,,LOW VOLTAGE SYSTEM (LIGHTING & OTHERS),,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
15.01.00,,"Final Sub Circuit

Supply, install, connect, testing and commissioning final sub-circuit cabling complete with switches, switch socket outlets, isolator, fuse connectors, earth continuity conductors, and all accessories for the following electrical points :-",,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
15.01.01,,Lighting  Point  using  2 x 1.5mmsq +E Cu/PVC  cable  in UPVC conduit,Rate Only,  ,  ,  ,  ,,,, 200.00 , Rate Only ,, 90.00 , Rate Only ,, 200.00 , Rate Only ,,, Rate Only ,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
15.01.02,,Lighting  Point  using  2 x 2.5mmsq +E Cu/PVC  cable  in UPVC conduit,4730,  ,  , 95.00 ," 449,350.00 ",,,, 200.00 ," 946,000.00 ",, 160.00 ," 756,800.00 ",, 240.00 ," 1,135,200.00 ",, 322.00 ," 1,523,060.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
15.01.03,,Lighting  Point  using  2C x 2.5mmsq +E Cu/PVC/SWA  cable in UPVC conduit for landscape/ tree uplighter,160,  ,  ,  ,  ,,,, 250.00 ," 40,000.00 ",, 650.00 ," 104,000.00 ",, 260.00 ," 41,600.00 ",, 656.00 ," 104,960.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
15.01.04,,Lighting  Point  for EL/Keluar Sign using  2 x 1.5mmsq +E Cu/PVC  cable  in GI conduit,540,  ,  , 95.00 ," 51,300.00 ",,,, 250.00 ," 135,000.00 ",, 180.00 ," 97,200.00 ",, 220.00 ," 118,800.00 ",, 368.00 ," 198,720.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
15.01.05,,Lighting  Point  for EL/Keluar Sign using  2 x 2.5mmsq +E Cu/PVC  cable  in GI conduit,Rate Only,  ,  ,  ,  ,,,, 250.00 , Rate Only ,, 240.00 , Rate Only ,, 280.00 , Rate Only ,,, Rate Only ,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
15.01.06,,Highbay Lighting Point using 2 x 4mmsq +E Cu/PVC cable in UPVC conduit,1050,  ,  ,  ,  ,,,, 550.00 ," 577,500.00 ",, 420.00 ," 441,000.00 ",, 360.00 ," 378,000.00 ",, 656.00 ," 688,800.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
15.01.07,,General Power Point using 2 x 2.5mmsq +E Cu/PVC cable in UPVC conduit c/w the following :-,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
15.01.07.1,,16A Switch Socket Outlet (For AGV),Rate Only,  ,  ,  ,  ,,,, 300.00 , Rate Only ,, 450.00 , Rate Only ,, 380.00 , Rate Only ,,, Rate Only ,,,,,,,
15.01.07.2,,13A Switch Socket Outlet,1500,  ,  , 180.00 ," 270,000.00 ",,,, 300.00 ," 450,000.00 ",, 240.00 ," 360,000.00 ",, 280.00 ," 420,000.00 ",, 518.00 ," 777,000.00 ",,,,,,,
15.01.07.3,,13A Switch Socket Outlet (Metal clad),300,  ,  , 180.00 ," 54,000.00 ",,,, 350.00 ," 105,000.00 ",, 360.00 ," 108,000.00 ",, 380.00 ," 114,000.00 ",, 541.00 ," 162,300.00 ",,,,,,,
15.01.07.4,,20A Switch Socket Outlet,Rate Only,  ,  ,  ,  ,,,, 350.00 , Rate Only ,, 650.00 , Rate Only ,, 380.00 , Rate Only ,,, Rate Only ,,,,,,,
15.01.07.5,,13A Switch Socket Outlet (For Hand Dryer),Rate Only,  ,  ,  ,  ,,,,, Rate Only ,,, Rate Only ,,, Rate Only ,,, Rate Only ,,,,,,,
15.01.07.6,,13A Switch Socket Outlet (For I-Port/O-Port),Rate Only,  ,  ,  ,  ,,,,, Rate Only ,,, Rate Only ,,, Rate Only ,,, Rate Only ,,,,,,,
15.01.07.7,,13A Switch Socket Outlet (For ASRS),Rate Only,  ,  ,  ,  ,,,,, Rate Only ,,, Rate Only ,,, Rate Only ,,, Rate Only ,,,,,,,
15.01.07.8,,13A Switch Socket Outlet (For CCTV),Rate Only,  ,  ,  ,  ,,,,, Rate Only ,,, Rate Only ,,, Rate Only ,,, Rate Only ,,,,,,,
15.01.07.9,,13A Switch Socket Outlet (For PLC),Rate Only,  ,  ,  ,  ,,,,, Rate Only ,,, Rate Only ,,, Rate Only ,,, Rate Only ,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
