ALP2 - FIRE - BOQ,,,,,,,,,,,,,
,,,,,,,,1,,,2,,
,,,,,,,, FITTERS ,,, ASIAMOST ,,
ITEM,,DESCRIPTION,,UNIT,QTY, RATE  , AMOUNT  , RATE  , AMOUNT  , REMARK , RATE  , AMOUNT  , REMARK 
02.07.02.04,,Cutoff,,Lot,1,,,, -   ,,,  ,
,,AV 24-31 (ASRS) CEILING AND ROOF,,,,,,,,,,  ,
02.07.02.01,,ESFR ~ K360 ~ 74∞C   K115 68deg C Dry Pendent,,Lot,1,,,," 1,332,000.00 ",,,  ,
02.07.02.02,,Upright ~ K80 ~ 68∞C  ,,Lot,1,,,," 65,520.00 ",,,  ,
02.07.02.03,,Pendent ~ K80 ~ 68∞C ,,Lot,1,,,, -   ,," 45,570.00 "," 45,570.00 ",
02.07.02.04,,Cutoff,,Lot,1,,,, -   ,,,  ,
,,ASRS INRACK AND PLATFORM,,,,,,,,,,  ,
,,Upright ~ K115 ~ 68∞C  ,,Lot,1,,,," 18,300.00 ",,,  ,
,,Pendent c/w Shield & Guard ~ K80 ~ 68∞C ,,Lot,1,,,," 1,968,055.00 ",,,,
,,,,,,,,,,,,  ,
,,,,,,,,,,,,  ,
,,"Total 02.00.00 To Be Carried Forward
To Summary of Tender Prices",,,,,,," 25,753,006.00 ",,," 21,188,380.00 ",
,,,,,,,,,,,,,
03.00.00,,HOSE REEL SYSTEM,,,,,,,,,,,
,,,,,,,,,,,,,
03.01.00,,HORE REEL TANK,,,,,,,,,,,
,,,,,,,,,,,,,
03.01.01,,"TO SUPPLY AND INSTALL SPAN approved hot dipped galvanized pressed steel fire hose reel tank c/w internal partition, internal and external aluminium cat ladder, manhole hinged cover, vent, water level indicator, tank opening for scour pipes, inlet pipes, overflow pipes, warning pipes, outlet pipes, fittings, support, stainless steel internal truss, hot dipped galvanised pressed steel panel, internal and external reinforcements, water tightness sealant all  associated accessories for complete installation works with min 10 years warranty from CPC.",,,,,,, -   ,,,, Not 10 Years Warranty 
